transaction_id,final_amount
012832f3-7723-4217-8b3f-a63f8f5d82c6,76.5
01336ae6-e0b7-4118-9262-869bd2e38c6e,84.0
0134327e-8d7f-427f-818e-c61be9db72e7,79.0
01357661-46b2-4971-82a9-d7f900e85127,78.0
0138b5ad-8ac3-4530-b42c-8acb900df827,75.5
0138c58e-82c7-4e8b-9187-ac375ead897d,76.5
01393ddd-2320-4d39-862f-9d9bd578674a,76.0
013a5ade-7c42-484b-b400-cf9128e7b981,75.0
013a5dd6-e884-46a4-8821-54d38b04837f,75.0
013d73f0-0de2-48b3-a6cb-6d0bff0d0325,82.5
013eb990-c8b1-47db-99b0-e5741ad2ec8e,78.0
013f0da8-b162-4afd-a88e-9a6298328365,75.0
013fd7d5-2f0f-41ae-8792-b65f21cd3ddc,82.5
01402595-67b8-40ed-b3ab-e23b7ef5bbfd,76.5
014387db-09d7-4cdf-a526-91d5a952ba12,78.5
01448ea6-c457-473c-88a0-b3cad61145cf,77.0
01477d22-026e-4099-a499-f24348453fc3,78.0
01482e30-1e97-4fa5-b516-cf0ab1b8cad2,75.0
014b117b-f2b6-47c9-9749-ed6ddb8a6eb5,75.5
014b8450-0c5f-4db7-aacd-ae5a2971f931,78.0
014c13f8-bcc8-4fec-b933-b8c47aba9155,79.5
014cfc75-008f-44f1-9640-4bcf79e11afe,76.5
01593da1-95b3-4a54-8a6b-a279498f2c53,81.0
015f9aff-f73c-4e46-a70a-52d2e8e40297,76.14
015fff42-1f86-4990-8fea-37c17f340878,76.5
0160fe32-4692-4049-991b-d686f5a05c94,81.0
0161d5eb-0a68-4d99-af02-984176ab9aef,78.0
01622199-e42a-4754-8ac3-ac0a950ab2a3,77.0
0162c002-6033-4cf6-96f7-afa173b26188,84.0
0166f956-25c8-4de5-91fc-dd09eb08b7c8,85.5
01670883-2f5e-4fc3-9c00-2a786c914855,75.0
01677c87-845c-4934-a8c2-02d5ca30e628,76.0
016ad3cd-6739-469c-afc1-6dbeb49d9dc9,82.5
016b056c-61c9-40ac-87ef-86170dc63a0a,76.0
016dd8db-cf57-4158-b0a9-1b3c0aeb61b3,78.0
016f686c-da43-41e3-8a8a-6c411821ac5a,81.0
016fd664-2e35-4b06-ac4e-e7e9792de0be,75.0
0170288e-e35e-4c57-8322-e1eaf4278eda,75.0
0173e464-73ef-4da8-a8b4-04c9823725df,78.0
017896dd-5c26-45e2-8e70-b9f983f67cab,78.0
017c6bf6-1393-4b70-9113-9940da9b03f2,82.5
01801d09-5ac7-4f6a-af21-db69c0e0bba4,76.0
01804c93-2e89-4b74-8109-4c2fb74d6ced,77.0
01809b90-b754-45b8-b75d-d1847e38bcd0,76.0
01853508-7f23-409d-a965-61d33fbabe41,79.5
0186f4cb-faf1-4561-b9b3-29e6a1ef28c1,84.0
018813a2-1d1e-4fcd-a81d-fffa77c99e99,81.0
018aef4f-ff08-4aef-a205-f897e79e34f4,78.0
018eed0d-9105-479e-bb1d-45ebd96d3f14,78.0
0191425e-00fa-4cbc-9ef7-9f42ffc94607,76.0
01938aef-4623-44bc-aba5-679267b80bbb,75.5
01969095-6436-4019-b496-a53fd6d1e1b8,78.0
019dd44b-3d73-40c6-bbeb-a72a9e4bdbd4,78.0
019dd8fa-c8f9-4af5-a6f0-afd686c3f5a3,78.0
01a01f42-c0bb-42cc-a638-80e730b4f2b1,79.5
01a68cfb-8d94-4856-b218-d64661c598bc,76.0
01a6b3c3-dbf9-4bbc-9ba2-475e2dae3950,75.0
01a6ff65-a9d8-4eba-b4bf-a0a14c03720b,88.5
01ac4132-b271-46ff-861d-be3f4a722d45,84.0
01b07e12-d56c-465c-85b3-051949ceb8e1,81.0
01b0e0f6-3580-4ca2-b236-c3b1357a3096,87.0
01b39384-12e1-46bb-b0c3-62c05fdf9c3d,79.5
01baf71f-1d75-4e24-98ac-10cc43d03ef1,78.0
01bce018-62dc-4a14-a75b-0bcbe43376ad,79.5
01c171b8-6e76-4077-ad09-438bdafc127c,81.0
01c2052d-25ad-43d6-b603-b41619a9ee66,75.0
01c227fc-0d8d-4ee8-8fc5-1eddeab66489,84.0
01c30966-886d-47f5-b6e7-d3152ff8bfc2,84.0
01c3a9b8-0e23-4aa1-94b2-9ea7aa5ccd5e,81.0
01c46212-8529-4e48-80e5-cdd801a35a2b,77.5
01c489ff-d09e-41d6-8054-b114fb4c1621,81.0
01cc59b0-c9ce-4926-a5f6-dc6e835328b4,78.5
01cfb978-d63f-40ad-b54d-f0e9094448be,78.0
01cfbc89-fd35-47e4-aa34-137b2fdc49da,76.0
01d1ef4f-9b8d-4197-8eff-44623a308420,75.5
01d3b1ec-146b-4209-97c1-53a152a02990,85.5
01d6d2c0-6ac6-4155-b6d6-33fa2ab3b26b,76.5
01d7b884-e2c9-43ca-bc8e-985b74ff35c5,75.0
01dbb212-a247-44e6-b1ab-5740b8e9ba0b,80.0
01dceab9-f645-4abe-a1ef-4f538ce6142e,76.5
01dd149f-3ef2-4c0a-b6f0-2818508dd651,78.0
01dd7a52-b306-4dc5-bad1-75924d39839c,79.5
01ddb883-acff-4711-acd0-668196e412dd,78.0
01ed19f0-6a77-4b0f-866d-47d58715c8bb,81.0
01f4ca83-917f-4c84-be1c-1e4c05571317,81.0
01f9c986-0e81-42be-b16d-efee23d2f4a7,76.5
01f9d880-bdf1-4726-95aa-a1b911aa4e5e,78.0
01fb27c4-2da1-48ca-81b9-6db68e332c09,78.0
01fc245b-36dd-4a9a-8d3d-a245a755539a,76.5
01fcace2-a631-48af-996b-c57e3f884456,77.0
01fcfffe-989f-4090-bf8b-bb838b772ae2,76.5
020314a3-870d-46a2-aa58-1bd63393d569,81.0
0205bd61-1460-4989-a235-82e7301b3716,81.0
020ddc21-ca3c-4a80-99a9-6becb928489a,75.0
020f5379-143d-47ec-b1a6-6056ec2887a5,79.5
02105929-65cc-4097-bcd6-dda074daf4ea,75.0
0212ef2c-85e3-466c-9cbc-45ede8df49f5,78.0
0216a4a3-ad6d-41a7-97c8-85b646b9b213,76.5
0216ce36-2159-41fe-971a-395873859413,79.5
0217ad52-3104-40cf-866a-4eb266d31af3,75.0
02186582-4aa8-4728-8be9-0e1defde37ec,76.0
0218762e-d312-4f62-9aae-6e97da5a00d0,75.0
02190a85-b09d-4079-a223-d21d49e28d9b,78.0
021d21ea-b998-4fd3-a88f-d84cb8b34b47,75.0
0225a2b6-d6a5-4d8e-b599-c0bf93f2bbe4,75.0
022794e9-93a2-4c76-87de-d6b57e755a8b,81.0
022b5e3f-e818-4437-93f2-f9d9a203546a,75.0
022e1f62-4d67-494e-8a5e-84e8da39cfed,79.5
022e4875-55f6-4156-bc56-94f0ab5e2222,76.5
022f1611-811d-4283-a0fc-fd610dfcb93a,85.5
0235fb66-49c6-416c-a3ad-3684b0200848,78.0
023608e8-3eb2-4051-bc45-829d9c850744,77.0
023c126b-9cf6-40b8-871b-fc0c4a621a1f,85.5
023c9c47-f90a-4464-8f9b-c780e7884a83,79.5
0245654d-42bf-4f0a-a769-e0922785e0aa,84.0
0249d538-cad2-4877-ba9d-55c6b57822f2,84.0
024a6f3f-9c3f-4610-bcdb-2ef08fa85a15,75.0
024e1821-747d-460e-b7b8-2cc07152ce12,79.5
024e52a2-56a2-4c4e-bcef-f74ebf92605f,78.0
024e8491-c277-4bdf-9d17-2ebdf2e8d1e6,75.5
0250afd0-fc9b-4d8c-9deb-5e3831b66bae,77.5
02531700-a789-4703-ade5-abe23460476a,78.0
0256217f-ac9e-4f2f-b64d-ba7609ce38be,78.0
025b8269-6f39-4f19-9dc3-f1abb933e6a4,79.5
02618856-ca05-4426-b0b1-017cdc1c9296,85.5
02677767-0900-426a-88cd-3a135012d9b1,81.0
026a627f-e0ec-41e0-8b97-6428b8752c52,82.5
026bdd34-6480-43e8-9a89-628ce70a6285,75.0
026ce4d1-bdfc-4729-b76f-efa28f2aae6f,81.0
026d8b8c-a008-4b7e-885c-1ba1b27e950a,76.0
026e52cc-315a-4d01-9d63-54ca1913b72f,77.0
026fb49c-ecbd-46aa-8061-6c30d42ec5c8,76.0
027041af-ed55-439c-b954-34d17263231e,81.0
027075a8-709f-4236-8fb9-c195ffd523ed,81.0
02710f47-d987-4c6e-8ea4-2f468aaa9fff,75.0
027276f5-0749-4f86-8377-92730f2c8eb9,82.5
0272b93a-2071-464a-9ee1-ed6911f552d9,76.5
0272f161-0fe3-4373-952e-7e2da552db33,75.0
0273fc82-7ada-4c71-b151-3a3634160df0,75.0
02740f67-cbdf-438c-823a-53ba3eafbcf2,77.5
027598a9-3cab-4965-9afb-33b61fb22dbe,79.5
0275dcba-67d1-4e3a-b960-e3fa40328bb8,76.5
0275f0bf-3742-4776-8248-dfdbe068c071,76.0
02782012-4071-479e-aab0-e5c458f96a63,79.5
027ab78b-5539-423f-a613-9b6d5fc33a51,75.0
027cac1b-ebac-4a23-94a7-ac82c287fccb,77.0
027f1dff-acb5-4f98-b51f-e19dcefc9ec6,84.0
02830eef-5abc-4d09-9247-6f3ff0423d07,84.0
02835c8b-dda7-4fb6-b0f4-0dcf857c5de2,76.5
02850b4e-cef1-42b6-8d87-4a00880200fb,75.0
0287e9b2-02c7-49a5-a9b4-95660ffe4246,76.5
028e0149-7338-416e-a581-8f6f156d8e2e,78.0
028f58f3-2542-4f8c-a4e8-b6c48ba09f0b,76.5
0290111b-df5f-440f-8cde-b1bff47ce6a9,78.0
02945e56-6304-4452-baf5-6217573f6725,76.5
0295b43e-98ab-4d98-a82d-d64ca308eb24,85.5
0297d67e-5d00-4f1c-ac15-5f4dc5ab0d51,76.0
0298d018-43b9-437c-ab23-cf3fdb155a92,84.0
029c1959-cc11-443e-b1b6-23935e8b6b8c,84.0
029eb49f-08e9-40b7-9b8a-d6eb94c7a2a3,81.0
029ff48d-4dd4-4c0a-911f-0099433bb651,78.0
02a15670-8b36-4244-ad7d-b7570c76ad27,75.0
02a3438a-88dd-4449-9333-2151b76db23d,78.0
02a49c9d-e72c-42f4-a3f6-0e3bfe07ffb3,82.5
02aa4853-0617-4472-ad9c-9c0c42a5acf0,78.0
02aa8b9c-5f14-4b03-8579-01e28a289b5e,80.0
02aaaddc-c5be-4cb6-b2f7-78026fb9130b,75.0
02ac39b1-d593-4e4b-a9ba-e1b88f1261e5,78.0
02af949f-4b6a-418b-9b20-22f4793529bf,76.5
02afda5e-662d-4824-90e8-49842a136147,77.0
02b07dc8-abfc-4d28-969b-5d26134e439f,78.0
02b1be87-e98a-4e57-a4bb-db28b7c64b58,81.0
02b3cb0d-39c6-42c7-8d05-7e84c24a5ee4,75.0
02b50151-f013-4424-9952-404c72009f08,78.0
02b97b1a-a169-4519-96de-e3f997a3dce8,76.14
02bb5bb8-476c-46d3-92ac-066b41b28f98,78.0
02bc600b-a195-4175-b7a7-d8470b8b4e56,78.0
02bca590-c7ec-448d-8096-f2b175f57997,75.5
02bd1ea2-6f20-4d7e-9ece-0965ba7e7490,76.5
02c5f7fd-984c-481d-b8b7-e2f04fc11b47,75.0
02c7db86-2659-4e5c-8f3e-6dc7cdc4ba0c,75.0
02ca9b17-815f-44d2-ae3d-48925830c387,75.0
02cc2b46-7142-4de4-90da-1a4cd10de4c3,78.0
02ce994e-ab4d-419b-bd0d-2d0cca8a2ff8,79.5
02cf9ad3-8971-4074-9e7c-e73168a78dfc,78.0
02d2a84b-3f0b-4091-8db0-9a472d9303cb,81.0
02d57f0b-5f1e-4f01-b4cf-ff807f2d9cd1,75.0
02d77302-8db2-40d6-84b7-5ada076a1516,76.5
02dfcf7b-a084-405d-bfb6-2b2e4dc5ca14,78.96
02e73b9a-67cf-45f2-9c57-2f2ffd186537,79.0
02e7edf7-973c-4cb7-a365-23584cb137ee,75.0
02e831e5-44c8-4d4f-9169-ad4fd754582b,77.5
02eacce8-570e-4aa1-a64b-b7bf16752be8,81.0
02f12ab1-812a-4c33-a5af-e755cc31670d,76.5
02f32af8-f48d-43ce-845e-8c01d40c7191,76.5
02f4b17d-d190-44c3-a16e-245db70d2902,79.5
02f57c56-6db1-431d-bee7-c54047ec98ce,75.5
02f5dbca-b88d-4881-8afe-50464eaf6a08,78.0
02f74ea6-2250-4ed8-86d7-2a16ce2cb90b,79.5
02f79be6-1e69-4e69-80e6-7fd39fb87287,78.0
02f88553-9b96-400c-bfbd-c585ab48b539,76.5
02f94402-8cdd-4cf4-951a-1ed9f807cf15,78.0
02fd4b5b-1312-4a3c-8b86-7286327f7dde,84.0
03006acd-f408-4ddb-8512-6cb74c39a2fe,82.5
0309452d-3403-4f8a-b53f-00b93ed8155d,84.0
030b4c38-5a04-4128-bc19-3b576361c93d,76.5
030f55fa-30ae-4ad7-a3ca-000cb7d4037e,81.0
030fd3a0-c739-403d-98ef-fdf769173d38,76.5
0313dd83-d755-4556-8cd5-b458a63782fc,78.0
0317a6a2-59b9-4a76-bae4-ee0b6594ea8e,84.0
031a8ef5-8b77-4a1b-abd8-57ee2b62d1fb,75.0
032047bd-57ea-4fe1-ba2b-8ae96b89eb7d,79.5
0325d36a-5951-48eb-a89f-c3368790ca66,75.0
03282cc3-54a1-4dbc-b037-e0f8a29ec05d,82.5
032b79c2-0177-4467-ae9d-5fd878798509,75.0
032e83fe-7c6a-4f5f-bfdd-4df48242902c,77.5
03316a3a-1f85-4f99-9ca6-aece2dec396d,81.0
03337cce-245c-4a09-8504-c648e47ef5ce,76.5
0333f080-2cb1-4b13-88c4-6ccdb5cd1840,77.5
03348b55-7006-436b-883e-793b27fae25f,75.0
03372563-8e53-4463-9cda-5e9c3c24fbcc,82.5
03387f61-9c65-41fa-83bd-24e4266986d8,75.0
033b2f56-7fad-421f-acf6-8b03d8a0200c,76.5
033d7fc3-7829-4b99-8310-bbbf72e0c230,81.0
033f62d0-488b-45d1-99dd-aab08bcad7ff,77.5
033fc90a-ebff-48b4-8bec-5a15f0eb7e64,77.0
034117c3-6df0-4a60-a407-4ec8d0781f46,81.0
0341465a-73a1-4509-a17c-0afdca06c0ef,81.0
0342839d-2205-4887-9e12-6cacaff69c6b,76.5
0346c454-0019-425a-bf93-cd41dc396d38,75.0
03479cad-2abb-4f56-8f5b-51176dc353ce,79.0
034efdd9-4938-4953-aed2-e641a9fd7627,79.5
0351737c-aec8-484a-9825-e8a81af12df5,79.5
03525c79-18e9-4536-be5e-cc6d44023e36,81.0
0352deb4-aeb3-4791-b068-0c328a018ea6,81.0
03536939-f1c1-446b-b0f8-2acec1b2ceef,76.14
03560b2d-0369-4f11-8214-90a8281841d4,81.0
0357bfc6-a998-49bb-a0b1-54529e7cc691,84.0
0358fbed-3608-46df-8946-da7425d74003,79.5
03592cc4-84e1-43d9-aab2-0eea505a38e5,76.0
035b2589-5408-48b4-a956-37aeaf08d86a,85.5
035c0168-3a0f-4326-9a9f-10464f1d20a1,75.0
035c6e8d-5514-460b-98c7-4e2903cb2818,78.0
035ca737-5673-461c-ba91-cd9278b21ce6,81.0
035fbd30-7e55-4430-bf66-bfafa48444c6,84.0
0364cc17-013b-420f-9e60-78c766564d44,79.5
0365673c-6c75-498e-989f-1966bb57c56d,76.0
0366f20a-fdbf-47b5-a29d-c339faf3770d,87.0
0368bd0c-663f-4fd6-b920-587671819c49,76.5
0368c913-f4f3-4474-aaed-60e0118d86be,75.0
036a17af-3229-4d1b-997e-7d5d1909571d,75.5
036c557d-62e2-40bc-be9a-39f5775e1b06,85.5
036ecbf1-88ad-4b34-a50a-17e60d8fde47,75.0
03717b51-8c5a-485a-9e8e-590c613d7e03,76.0
0373dcf9-b893-4b1d-be60-d0ecac60308d,75.0
0376bff7-e9f9-491f-b84b-04f91f06bd01,81.0
0377da92-cf15-4c96-8d83-419667f93167,82.5
03782c47-aa06-4911-bb6a-55b7a7d3c9d0,78.0
03792e68-6d53-4222-88c7-350f7885eef6,81.0
0379f55f-e4c2-4a0e-8700-b0294da0560c,82.5
037b3e79-c9d0-43c0-bf48-ce910a9f4122,80.0
037b6285-dd79-4429-b6ce-9d2ae2a16644,75.0
037f4028-8db3-495d-b004-e19b3d79764a,81.0
037ffa5e-c77d-4dc8-ae16-81873cfa3caa,75.0
038290db-7854-486e-86b7-cdd0fe195fa3,76.5
0382ad97-ef55-4915-8c99-837d9ac587cd,75.0
0383bc69-0ed3-49ba-b01d-3816d6f052f1,75.0
03843baa-59d6-4a81-b364-968f1d0df52b,82.5
0384ae44-0b23-4c40-b67b-33ef07ad0465,85.5
0387a8cd-5ec4-43ea-b2ce-ab6d8be405e1,79.5
0389b17e-e88f-47b0-8872-db973db876a7,78.0
038ba028-cc8e-4e76-aa38-376ca45f9405,81.0
039172b5-8fa1-4a3c-94b2-03438ea01774,76.0
0393a7b0-8c5b-4c08-a567-b692d79540c0,79.5
039456d5-6fbf-4e34-b441-120fac3eb938,82.5
039475d5-9903-4562-b86d-e1a3be048127,75.0
0394e590-6143-4f83-9304-264726115d0d,75.0
039bf0a8-2eb4-4a12-9456-58bc58265def,77.0
039d5c01-9c09-4930-92ac-1db42413af54,75.0
03a0aebc-78eb-460b-8b78-48b1a3deb098,75.0
03a0d324-2651-4d02-85e6-9a47492b06ec,79.5
03a819f9-eefd-4fd7-b379-5d24b25ece0b,81.0
03a979ee-66bf-4ca4-b47a-2a603ef36bcb,81.0
03af29fd-7d02-454c-9763-7c31050d0265,75.0
03b4535b-151a-40c9-9071-bc7d73e92e3f,77.0
03b7d717-eaed-409f-88f2-c73e8c30b13d,81.0
03b7e01e-533a-4dfe-86cf-b6b9e40add31,81.0
03b83ff5-fdcc-48db-b884-2902e5d38552,75.0
03be2a8e-1851-49d7-98ce-a9fd3dddc737,75.0
03bee5a9-298f-4d3a-8367-4a960a69fdf2,78.0
03bfb944-7c3c-435b-b88a-5182800a9f9b,78.0
03c17842-c5dd-47b6-aa8d-cd9b95c5fdb0,82.5
03c4ad86-860a-47e6-bd1a-ab73aca64466,76.5
03c8b1ae-e559-4e23-a618-3c3adce997b4,76.0
03c8ca63-ea40-4a56-bcf9-e3b58ffc9345,75.5
03ce537e-a7d2-4edd-a40a-aacf6017848f,75.0
03cf1c93-6c94-4206-8c2f-523bdec3f18c,77.0
03cf9b97-a7fb-4c8a-928a-ae1cabc0adf3,81.0
03d167d6-65cd-44f4-8318-8da57634f418,76.0
03d2a21f-2977-4b3e-beb3-b01a001b2652,76.0
03d7997d-4ea1-43c9-b64b-70624f59288a,75.5
03dcd32f-518c-416c-807a-4ace3b12d3d3,75.0
03dd0e35-b42d-451e-9464-dbabbaa4a065,78.0
03dd484a-38a0-40be-9855-0de2c9351685,76.5
03dd887d-a564-4389-b735-46cf600ea6d4,75.0
03de394a-6b44-47ec-9446-44e6899be0db,81.0
03ded282-74c7-453c-ab06-e5ceb66ad5b9,75.0
03def0be-e8f9-4506-a8c6-1d936bd49156,82.5
03e00e03-7443-403b-a5f6-58874b375e55,79.515
03e17281-1f83-421b-bd3f-d708ffb62657,84.0
03e26d8c-e72e-4a4e-a840-76b55eaf75e9,76.5
03e35119-e3ca-486c-b0ac-ca0461940dd7,76.0
03e37f8e-49c3-493f-8df9-dbd3dafce044,77.0
03e627ca-b030-4280-84fe-01f11f772cfe,76.5
03e9f53e-6bb7-4073-a039-442284c883d2,75.0
03eaddc4-8d74-4de5-9a53-f756eb39ba18,79.5
03ec505b-7b89-4c83-9b18-7878288b9764,76.5
03f2d9b6-2ef9-4884-931d-af34200bfdcf,76.5
03f3c805-d21d-4482-85d4-e2b91888f821,82.5
03f544af-69de-47a4-b263-de34998815ac,78.5
03fcdd5d-ac0e-4c3a-81b8-08a5a5dbc774,81.78
03fdaf18-f58a-4d41-bd29-02f3ffb1edef,75.0
03fe0e94-9d06-43ba-b923-261990934f6b,75.5
040240e0-5d72-4899-b752-1756f63d5d06,76.0
0402f886-f63c-4658-9800-453eee2b6a56,81.0
04035724-8561-4953-a21c-75fae2628d49,78.0
0405feb4-bb65-4543-b8cb-01bc42fcfb14,84.0
0408ea66-5a9c-42e5-b12c-cd4982a7f572,85.5
040a7bfc-276e-4b3f-9dc4-6f4a9c118ded,78.0
0411cf06-7d7d-41b2-869e-d457a058e9b1,75.0
