streaming-service        | CLI1 | Q1 | transaction_id,store_id,payment_method_id,voucher_id,user_id,original_amount,discount_applied,final_amount,created_at
streaming-service        | CLI1 | Q1 | dad77bbd-94b4-4256-a4cc-164ee8e9a397,3,3,,,76.5,0.0,76.5,2024-01-02 08:03:42
streaming-service        | CLI1 | Q1 | da38a72e-b830-4394-a40a-6897b4d145da,8,4,,,84.0,0.0,84.0,2024-01-02 08:07:02
streaming-service        | CLI1 | Q1 | c74ff64e-967e-415d-8a2a-b4529ea11d1a,8,4,,,81.0,0.0,81.0,2024-01-02 08:12:43
streaming-service        | CLI1 | Q1 | 7fa8fdf8-245e-462a-b44d-2b517f844dff,8,3,,,78.5,0.0,78.5,2024-01-02 08:17:38
streaming-service        | CLI1 | Q1 | e6ceacea-8a06-43c5-bdc9-e3a8b4cbe3b4,4,2,,,84.0,0.0,84.0,2024-01-02 08:18:20
streaming-service        | CLI1 | Q1 | ababbd02-e8e6-4271-9597-63df7a34f53e,8,5,,,75.0,0.0,75.0,2024-01-02 09:00:51
streaming-service        | CLI1 | Q1 | 4d367b74-24a2-44b9-bd02-1a4a9e7c8cf6,6,2,,,84.0,0.0,84.0,2024-01-02 09:04:48
streaming-service        | CLI1 | Q1 | 7212f91a-45d7-4179-ab26-29783f156f19,3,2,,,79.5,0.0,79.5,2024-01-02 09:04:58
streaming-service        | CLI1 | Q1 | 96bf05d6-f988-4745-bc36-769c52c9f7b7,5,3,,,84.0,0.0,84.0,2024-01-02 09:07:44
streaming-service        | CLI1 | Q1 | fa4e1cef-2b35-4b67-ae24-0d3f161bea28,6,2,,,78.0,0.0,78.0,2024-01-02 09:19:56
streaming-service        | CLI1 | Q1 | 8afba43d-708f-4439-816b-8938cec71951,4,3,,,76.0,0.0,76.0,2024-01-02 09:20:58
streaming-service        | CLI1 | Q1 | 1e4194c6-995a-4422-9ce3-9db378d4a23f,4,3,,,76.0,0.0,76.0,2024-01-02 09:21:03
streaming-service        | CLI1 | Q1 | b2ddc648-0dcf-4049-beff-a9e455ce3b79,10,5,,,79.0,0.0,79.0,2024-01-02 09:21:21
streaming-service        | CLI1 | Q1 | e8687505-a8f3-4d46-96fe-93388b77f224,3,5,,,77.5,0.0,77.5,2024-01-02 09:27:36
streaming-service        | CLI1 | Q1 | 3b469511-ea09-40bb-a7ad-7d4067e0db6f,5,2,,,78.0,0.0,78.0,2024-01-02 09:32:37
streaming-service        | CLI1 | Q1 | 6c602ee8-a211-4097-9691-a16072aa6d1b,10,4,,,78.0,0.0,78.0,2024-01-02 09:34:43
streaming-service        | CLI1 | Q1 | 04afe004-4ee7-4451-92ac-b8e4ec177d3f,3,4,,,77.5,0.0,77.5,2024-01-02 09:37:34
streaming-service        | CLI1 | Q1 | 60c2c733-578f-4bee-9d25-8292cb4665fb,4,3,,,75.0,0.0,75.0,2024-01-02 09:41:26
streaming-service        | CLI1 | Q1 | d91b177c-7d43-478d-8dbb-697cc9dbb009,9,5,,,78.0,0.0,78.0,2024-01-02 09:47:14
streaming-service        | CLI1 | Q1 | 0c6cb2f3-f37d-454f-95a6-4c52a3899fae,3,5,,378.0,75.0,0.0,75.0,2024-01-02 09:50:58
streaming-service        | CLI1 | Q1 | befc1449-79fe-44d7-89b1-362665a9cbdb,6,5,,,81.0,0.0,81.0,2024-01-02 09:51:59
streaming-service        | CLI1 | Q1 | c131770c-1f90-4732-808e-c9c9dc508097,8,1,,,76.0,0.0,76.0,2024-01-02 09:53:00
streaming-service        | CLI1 | Q1 | 17ccb4bd-7fec-4f34-a62b-66ead412f9ef,6,5,,,76.0,0.0,76.0,2024-01-02 09:58:16
streaming-service        | CLI1 | Q1 | 42812bcc-e0bf-48c4-a619-b304ef176476,8,5,,,79.5,0.0,79.5,2024-01-02 09:58:46
streaming-service        | CLI1 | Q1 | d52bb82c-1fb5-4132-a33c-0ab951f46c08,7,1,,,79.5,0.0,79.5,2024-01-02 10:03:41
streaming-service        | CLI1 | Q1 | cfab03d1-9a22-44fd-9443-e6c25eebd540,8,5,,,79.5,0.0,79.5,2024-01-02 10:08:35
streaming-service        | CLI1 | Q1 | cac7f114-a5ec-4bec-9315-63b86db2f5f3,9,1,,,75.0,0.0,75.0,2024-01-02 10:09:06
streaming-service        | CLI1 | Q1 | 27f21ef8-2a54-4c06-af48-39daae724f37,2,1,,,76.5,0.0,76.5,2024-01-02 10:09:34
streaming-service        | CLI1 | Q1 | 19ee99cd-7278-4301-b493-3968538c8610,9,3,,,75.0,0.0,75.0,2024-01-02 10:12:04
streaming-service        | CLI1 | Q1 | f8656403-d50f-41cc-a204-b4cf600f8d84,4,4,,,76.0,0.0,76.0,2024-01-02 10:13:48
streaming-service        | CLI1 | Q1 | 93a53a6a-489e-45d5-80dc-7c18bc0bbf34,7,3,,,81.0,0.0,81.0,2024-01-02 10:16:10
streaming-service        | CLI1 | Q1 | c853e5f2-217b-4540-b80d-47ed4ade04c8,10,2,,2476.0,75.0,0.0,75.0,2024-01-02 10:21:06
streaming-service        | CLI1 | Q1 | 1e90c41d-be05-4b29-bc5c-fa66c60345da,7,5,,,79.5,0.0,79.5,2024-01-02 10:22:31
streaming-service        | CLI1 | Q1 | 74250fcf-66b5-46ad-afe2-015a8d1aaf7b,8,1,,,77.5,0.0,77.5,2024-01-02 10:24:21
streaming-service        | CLI1 | Q1 | f8c96aa2-9d99-41c9-aa19-c0dab3815b44,9,2,,,81.0,0.0,81.0,2024-01-02 10:26:58
streaming-service        | CLI1 | Q1 | cec7e877-44d9-44b4-add3-58bd39785473,6,4,,,76.5,0.0,76.5,2024-01-02 10:29:06
streaming-service        | CLI1 | Q1 | 0d3876b2-d535-493e-ad45-fef716ee7a2b,6,2,,,78.0,0.0,78.0,2024-01-02 10:31:42
streaming-service        | CLI1 | Q1 | 46fde939-e20c-4881-909b-bf47d5c40e56,9,5,,,75.0,0.0,75.0,2024-01-02 10:35:21
streaming-service        | CLI1 | Q1 | 7a895783-c83a-462c-bd89-f076c1ce77ae,8,3,,,85.5,0.0,85.5,2024-01-02 10:35:42
streaming-service        | CLI1 | Q1 | 604bbef7-306b-493f-b3f3-52b998c184ef,1,2,,,75.0,0.0,75.0,2024-01-02 10:40:52
streaming-service        | CLI1 | Q1 | 04bc572d-b465-4d2a-8993-48023432f334,3,5,,,77.0,0.0,77.0,2024-01-02 10:42:13
streaming-service        | CLI1 | Q1 | bbbe1440-a02b-47ef-a66e-a08a48f1d81a,1,4,,,81.0,0.0,81.0,2024-01-02 10:42:51
streaming-service        | CLI1 | Q1 | 077fc264-bc3a-4b07-bbe9-5f39861b3054,6,3,,,75.0,0.0,75.0,2024-01-02 10:44:10
streaming-service        | CLI1 | Q1 | 9d3f0f18-7d57-4929-bf62-be96e4526b30,9,2,,,82.5,0.0,82.5,2024-01-02 10:52:17
streaming-service        | CLI1 | Q1 | 99706436-640e-43c4-adc7-a0db39edb5bc,2,4,,,81.0,0.0,81.0,2024-01-02 10:54:05
streaming-service        | CLI1 | Q1 | 32fec740-f1b8-473b-b441-1a061bae22ae,10,3,,,75.0,0.0,75.0,2024-01-02 10:54:17
streaming-service        | CLI1 | Q1 | a907d88c-81aa-4fa6-99f0-bb937685642c,1,3,,,77.5,0.0,77.5,2024-01-02 10:55:59
streaming-service        | CLI1 | Q1 | 40139648-07af-4904-8b73-df1591a0916a,7,1,,,85.5,0.0,85.5,2024-01-02 10:58:24
streaming-service        | CLI1 | Q1 | c65c0cf1-2cee-4910-a439-5f61d6362334,4,5,,,78.0,0.0,78.0,2024-01-02 11:01:57
streaming-service        | CLI1 | Q1 | 7bc3f5be-da5e-442d-9b97-bb37e4d01241,5,1,,,78.0,0.0,78.0,2024-01-02 11:02:13
streaming-service        | CLI1 | Q1 | af41a2eb-6ac2-47da-b323-8a9bfe8ece7d,6,5,,,84.0,0.0,84.0,2024-01-02 11:05:26
streaming-service        | CLI1 | Q1 | 6744e170-51d4-4f3c-824c-e2d3e82568a2,7,4,,,78.0,0.0,78.0,2024-01-02 11:09:11
streaming-service        | CLI1 | Q1 | 7d03da01-e73c-46c1-ae0a-f4b74154b229,9,5,,,85.5,0.0,85.5,2024-01-02 11:09:50
streaming-service        | CLI1 | Q1 | 9052b592-afc7-48b6-aebf-09fc0659f2f5,1,5,,16029.0,84.0,0.0,84.0,2024-01-02 11:10:12
streaming-service        | CLI1 | Q1 | 4917e943-5c89-40a7-aba9-19bd68bca6a9,1,5,,,75.0,0.0,75.0,2024-01-02 11:10:39
streaming-service        | CLI1 | Q1 | 9a0c1e2c-d2f0-4f47-8291-62d978499237,8,5,,,81.0,0.0,81.0,2024-01-02 11:15:22
streaming-service        | CLI1 | Q1 | 0d426256-d399-4f97-8b27-31ad0abb6990,9,5,,,78.0,0.0,78.0,2024-01-02 11:15:25
streaming-service        | CLI1 | Q1 | eb6124e4-6bb2-4468-9831-7f40cec4335a,6,5,,,81.0,0.0,81.0,2024-01-02 11:18:10
streaming-service        | CLI1 | Q1 | 0451c53c-3fe5-4dec-a9fc-b4c89e988d82,7,1,,15307.0,76.5,0.0,76.5,2024-01-02 11:18:24
streaming-service        | CLI1 | Q1 | 027276f5-0749-4f86-8377-92730f2c8eb9,1,3,,,82.5,0.0,82.5,2024-01-02 11:25:51
streaming-service        | CLI1 | Q1 | 3cacb3c2-7143-4d11-afd8-e54280185d2c,4,2,,,77.5,0.0,77.5,2024-01-02 11:29:24
streaming-service        | CLI1 | Q1 | d6903915-86a9-4e8f-bbbe-7179727ba227,4,5,,,77.0,0.0,77.0,2024-01-02 11:30:32
streaming-service        | CLI1 | Q1 | a693f331-49ab-4051-8653-029c2fc15f5f,5,4,,,77.0,0.0,77.0,2024-01-02 11:31:46
streaming-service        | CLI1 | Q1 | 3293e948-0bde-4283-89eb-e45f062aa56e,7,1,,,76.5,0.0,76.5,2024-01-02 11:35:12
streaming-service        | CLI1 | Q1 | d85cb02b-38f9-4fed-8a88-abc8f6ec2ecb,8,2,,,76.5,0.0,76.5,2024-01-02 11:36:01
streaming-service        | CLI1 | Q1 | 4c514cf8-79b4-4076-9367-323d78ec46a9,1,3,,,81.0,0.0,81.0,2024-01-02 11:38:23
streaming-service        | CLI1 | Q1 | e66536c5-abab-4dff-a1a4-4636e217ff14,3,3,,,75.0,0.0,75.0,2024-01-02 11:40:55
streaming-service        | CLI1 | Q1 | 96e072ca-aa25-460d-b208-23645fb4da48,2,5,,,75.0,0.0,75.0,2024-01-02 11:47:23
streaming-service        | CLI1 | Q1 | b55787a0-83cf-41a6-8d6f-6f866b082513,3,1,,,76.5,0.0,76.5,2024-01-02 11:50:36
streaming-service        | CLI1 | Q1 | 9730268c-a77a-466a-8be0-778a451ee8a8,3,4,,,75.0,0.0,75.0,2024-01-02 11:51:25
streaming-service        | CLI1 | Q1 | e5d4e01f-5dfa-4a89-96c6-59c9abd28845,2,3,,,88.5,0.0,88.5,2024-01-02 11:52:16
streaming-service        | CLI1 | Q1 | 05e599ff-7cb1-4538-bdd4-1b89048fb263,5,1,,,78.0,0.0,78.0,2024-01-02 11:52:18
streaming-service        | CLI1 | Q1 | 473bbc8b-ac60-4942-87ad-cf95308ea7bf,4,2,,,76.5,0.0,76.5,2024-01-02 11:53:02
streaming-service        | CLI1 | Q1 | f9878310-6af9-4988-a61d-c25ae2c5a6e3,5,4,,,76.5,0.0,76.5,2024-01-02 11:57:21
streaming-service        | CLI1 | Q1 | c255aa97-30f1-4487-8f9b-3aefa5c8b402,5,1,,,81.0,0.0,81.0,2024-01-02 11:58:32
streaming-service        | CLI1 | Q1 | ef68acea-717e-4fa4-8201-d00d9b370152,1,3,,,75.0,0.0,75.0,2024-01-02 12:00:42
streaming-service        | CLI1 | Q1 | 4253e49f-3d45-4da6-89ad-714f77f48b05,6,5,,,76.5,0.0,76.5,2024-01-02 12:02:51
streaming-service        | CLI1 | Q1 | 88f8971e-b1d1-4301-aabe-14578750ca92,1,2,,,79.5,0.0,79.5,2024-01-02 12:07:01
streaming-service        | CLI1 | Q1 | dff6866a-ca90-41fb-a800-a66b3f6cb738,5,3,,,82.5,0.0,82.5,2024-01-02 12:11:11
streaming-service        | CLI1 | Q1 | 2759c74c-a588-46cb-a943-c6ae69783687,7,4,,,81.0,0.0,81.0,2024-01-02 12:11:27
streaming-service        | CLI1 | Q1 | 726e5eff-d1d5-4826-af45-a7f73c955e99,7,5,,,78.0,0.0,78.0,2024-01-02 12:11:52
streaming-service        | CLI1 | Q1 | 52d71f40-a848-4a26-b78f-3f0d0632f84b,2,2,,,76.5,0.0,76.5,2024-01-02 12:12:47
streaming-service        | CLI1 | Q1 | 4409ad09-84a6-4e3f-b347-5acce206e793,7,2,,,77.0,0.0,77.0,2024-01-02 12:13:39
streaming-service        | CLI1 | Q1 | 1f207f30-d966-4d5e-abe0-94505f9d1084,8,1,,,82.5,0.0,82.5,2024-01-02 12:16:01
streaming-service        | CLI1 | Q1 | 2e0cbd11-3832-4c04-a778-61f5f8f2788f,10,1,,,79.5,0.0,79.5,2024-01-02 12:17:13
streaming-service        | CLI1 | Q1 | 51fa1b2a-2b8c-46a2-83cf-6f7014e219da,10,1,,,75.0,0.0,75.0,2024-01-02 12:20:34
streaming-service        | CLI1 | Q1 | fca395a6-05fd-4742-8390-b889f53b336b,3,4,,,78.0,0.0,78.0,2024-01-02 12:24:35
streaming-service        | CLI1 | Q1 | c9c2c2f2-a075-405a-86bf-6d43387d7777,4,1,,,81.0,0.0,81.0,2024-01-02 12:28:44
streaming-service        | CLI1 | Q1 | 5a2f7818-c391-42ac-8240-f46a987edab0,2,5,,,75.0,0.0,75.0,2024-01-02 12:29:02
streaming-service        | CLI1 | Q1 | ea8e21ff-28de-405c-bca1-5674a9f6872a,7,2,,,77.5,0.0,77.5,2024-01-02 12:44:50
streaming-service        | CLI1 | Q1 | f6489ad3-18c2-47a6-91df-9aaecbc9a5c0,7,2,,,78.0,0.0,78.0,2024-01-02 12:45:08
streaming-service        | CLI1 | Q1 | 3a12fe02-2292-480b-b7a3-49fbcf8ed346,8,3,,,75.0,0.0,75.0,2024-01-02 12:47:30
streaming-service        | CLI1 | Q1 | 235d56f1-20d8-4318-bf5a-4ef396425a14,10,5,,,76.5,0.0,76.5,2024-01-02 12:49:53
streaming-service        | CLI1 | Q1 | 9f008a03-06af-4ad3-8ce6-a1e9a33f3fac,8,5,,,79.0,0.0,79.0,2024-01-02 12:50:55
streaming-service        | CLI1 | Q1 | 0eaf2b2e-3e2f-447c-a5b8-622a6504a5bd,1,1,,,82.5,0.0,82.5,2024-01-02 12:51:57
streaming-service        | CLI1 | Q1 | 709506b6-a53a-4669-959f-19a116f20b4c,5,5,,,76.5,0.0,76.5,2024-01-02 12:55:54
streaming-service        | CLI1 | Q1 | 8031aa73-5b60-44be-a10b-3d59ba2e4f85,2,1,,,75.0,0.0,75.0,2024-01-02 13:04:44
streaming-service        | CLI1 | Q1 | 48015001-e8d0-4029-a6bd-d5a6910ba2ba,3,3,,,78.0,0.0,78.0,2024-01-02 13:09:30
streaming-service        | CLI1 | Q1 | f4f9167f-b727-4d74-a9e7-4f224422c0da,9,5,,,81.0,0.0,81.0,2024-01-02 13:09:42
streaming-service        | CLI1 | Q1 | 03cf1c93-6c94-4206-8c2f-523bdec3f18c,9,2,,,77.0,0.0,77.0,2024-01-02 13:10:41
streaming-service        | CLI1 | Q1 | f3cea141-99d8-45f5-af9b-32e7ddd776d0,6,5,,,78.0,0.0,78.0,2024-01-02 13:15:03
streaming-service        | CLI1 | Q1 | d19998f5-6ede-47af-9bf0-7e8058e83b1c,7,1,,,87.0,0.0,87.0,2024-01-02 13:18:28
streaming-service        | CLI1 | Q1 | 8915abbc-de6d-4d12-865c-ae76fabd00c8,9,4,,,75.0,0.0,75.0,2024-01-02 13:19:53
streaming-service        | CLI1 | Q1 | 27e0ae9a-47a5-4407-986d-1084df97eb4f,3,4,,,79.5,0.0,79.5,2024-01-02 13:23:58
streaming-service        | CLI1 | Q1 | 4ff8205c-0b7b-4808-95cb-98650c8cc896,7,4,,,76.5,0.0,76.5,2024-01-02 13:25:25
streaming-service        | CLI1 | Q1 | 174c3d00-0224-4e47-8212-b254094d5e79,8,3,,,84.0,0.0,84.0,2024-01-02 13:30:10
streaming-service        | CLI1 | Q1 | 9fdf4c66-c72a-4561-8b73-5f5db4f8cd36,4,2,,,76.0,0.0,76.0,2024-01-02 13:30:15
streaming-service        | CLI1 | Q1 | a41cdf88-b749-4ab4-8d09-da64e5fc326c,8,3,,,78.5,0.0,78.5,2024-01-02 13:30:22
streaming-service        | CLI1 | Q1 | 9409f342-05e5-4aa1-ae96-40a624f73976,6,4,,3441.0,79.5,0.0,79.5,2024-01-02 13:31:09
streaming-service        | CLI1 | Q1 | 489eccae-f53f-426f-9013-b0a4f7206962,4,2,,,75.5,0.0,75.5,2024-01-02 13:34:50
streaming-service        | CLI1 | Q1 | 7d015ac5-3457-4048-99e6-95bea894af96,4,1,,,82.5,0.0,82.5,2024-01-02 13:44:18
streaming-service        | CLI1 | Q1 | e8a31f71-3863-4778-ac79-1d81cca02e56,5,2,,,82.5,0.0,82.5,2024-01-02 13:49:14
streaming-service        | CLI1 | Q1 | 32c2caf9-5dd3-4fb7-9a69-f180efa15075,6,2,,14008.0,75.5,0.0,75.5,2024-01-02 13:52:04
